,geometry,x,y,cluster
332730973,POINT (-13631426.868131472 4549269.308993808),-13631426.868131472,4549269.308993808,121
332730993,POINT (-13631122.56517144 4549324.933502499),-13631122.56517144,4549324.933502499,121
332787282,POINT (-13630705.295192149 4549564.168761041),-13630705.295192149,4549564.168761041,192
332787283,POINT (-13630714.412258444 4549536.264271047),-13630714.412258444,4549536.264271047,192
332787284,POINT (-13630645.961903553 4549533.475234765),-13630645.961903553,4549533.475234765,192
332787308,POINT (-13631782.634092096 4549392.81299036),-13631782.634092096,4549392.81299036,235
334971920,POINT (-13626462.14129353 4550960.812922858),-13626462.14129353,4550960.812922858,244
334973993,POINT (-13626469.343664585 4551126.47470197),-13626469.343664585,4551126.47470197,20
334975285,POINT (-13626495.548272718 4551161.723428258),-13626495.548272718,4551161.723428258,20
334976777,POINT (-13626465.302767068 4551165.372284041),-13626465.302767068,4551165.372284041,20
335443049,POINT (-13625850.874837637 4550306.010505036),-13625850.874837637,4550306.010505036,202
335444374,POINT (-13625786.098025942 4549915.199830376),-13625786.098025942,4549915.199830376,76
335444675,POINT (-13625729.647912161 4549791.0839208355),-13625729.647912161,4549791.0839208355,243
340235848,POINT (-13625702.485956408 4549620.076568549),-13625702.485956408,4549620.076568549,243
344975908,POINT (-13624679.337384578 4548738.433158351),-13624679.337384578,4548738.433158351,193
346585378,POINT (-13626202.243678374 4548566.259980102),-13626202.243678374,4548566.259980102,46
346585657,POINT (-13626369.089331176 4548741.574105833),-13626369.089331176,4548741.574105833,46
351963628,POINT (-13627173.46170775 4549325.637790411),-13627173.46170775,4549325.637790411,111
358116917,POINT (-13633991.090337995 4540844.465019481),-13633991.090337995,4540844.465019481,56
358764041,POINT (-13627481.482738774 4540601.278117653),-13627481.482738774,4540601.278117653,81
358803209,POINT (-13628024.421291223 4547046.980452054),-13628024.421291223,4547046.980452054,95
358803214,POINT (-13630121.847477002 4547650.511030226),-13630121.847477002,4547650.511030226,285
358803230,POINT (-13627057.511326138 4550032.752808396),-13627057.511326138,4550032.752808396,156
358803237,POINT (-13630666.48921766 4549831.342897179),-13630666.48921766,4549831.342897179,192
358803269,POINT (-13628098.916294461 4549127.3544537835),-13628098.916294461,4549127.3544537835,101
358803316,POINT (-13625877.123973565 4549507.627383575),-13625877.123973565,4549507.627383575,209
358803337,POINT (-13628532.839669572 4549518.3045808105),-13628532.839669572,4549518.3045808105,170
358803351,POINT (-13626858.22717372 4550848.687359231),-13626858.22717372,4550848.687359231,244
358803353,POINT (-13628949.675502848 4548112.318989094),-13628949.675502848,4548112.318989094,273
358803374,POINT (-13627884.047413332 4549481.075298091),-13627884.047413332,4549481.075298091,101
358803375,POINT (-13628481.7217594 4548368.455893847),-13628481.7217594,4548368.455893847,225
358803384,POINT (-13629738.774845285 4543611.880974248),-13629738.774845285,4543611.880974248,78
358803467,POINT (-13627141.312638808 4547444.781404841),-13627141.312638808,4547444.781404841,166
358803472,POINT (-13628254.52981064 4549557.421530203),-13628254.52981064,4549557.421530203,170
358803485,POINT (-13627078.79561278 4548536.752509995),-13627078.79561278,4548536.752509995,110
358803505,POINT (-13624265.529441452 4541852.289541791),-13624265.529441452,4541852.289541791,6
358803515,POINT (-13637219.84537676 4545085.180874885),-13637219.84537676,4545085.180874885,130
358803569,POINT (-13626425.339069873 4550515.149477068),-13626425.339069873,4550515.149477068,198
358803572,POINT (-13628687.451310335 4549361.795995771),-13628687.451310335,4549361.795995771,83
358803583,POINT (-13635181.117958473 4544824.224982986),-13635181.117958473,4544824.224982986,161
358803614,POINT (-13635088.355426796 4545215.323347611),-13635088.355426796,4545215.323347611,161
358803651,POINT (-13629800.646218266 4548109.854268888),-13629800.646218266,4548109.854268888,105
358803674,POINT (-13624364.748503596 4542041.8903487),-13624364.748503596,4542041.8903487,6
358803685,POINT (-13628007.1556382 4550183.481756931),-13628007.1556382,4550183.481756931,270
358803734,POINT (-13630078.944945252 4547914.255933839),-13630078.944945252,4547914.255933839,285
358803750,POINT (-13627971.054727336 4549971.15178328),-13627971.054727336,4549971.15178328,270
358803754,POINT (-13630354.41615717 4547972.478729246),-13630354.41615717,4547972.478729246,285
358803774,POINT (-13633511.38125632 4539858.593220456),-13633511.38125632,4539858.593220456,187
358803777,POINT (-13627697.94348862 4551709.615564581),-13627697.94348862,4551709.615564581,129
358804496,POINT (-13636286.064092137 4547774.319748499),-13636286.064092137,4547774.319748499,23
358804499,POINT (-13624296.453995995 4541852.289541791),-13624296.453995995,4541852.289541791,6
358804501,POINT (-13626093.907549934 4550562.567667597),-13626093.907549934,4550562.567667597,239
358804507,POINT (-13626597.027120525 4550424.976621681),-13626597.027120525,4550424.976621681,198
358804510,POINT (-13627790.694888351 4550379.122735382),-13627790.694888351,4550379.122735382,270
358804539,POINT (-13632877.962221757 4547695.550136514),-13632877.962221757,4547695.550136514,72
358804544,POINT (-13634469.908863746 4545215.323347611),-13634469.908863746,4545215.323347611,30
358804549,POINT (-13630419.304288352 4540326.149779648),-13630419.304288352,4540326.149779648,196
358804567,POINT (-13635831.75811826 4544637.727329672),-13635831.75811826,4544637.727329672,161
358804587,POINT (-13635736.724668974 4541956.844036771),-13635736.724668974,4541956.844036771,99
358804595,POINT (-13635938.491246033 4543103.845316173),-13635938.491246033,4543103.845316173,25
358804599,POINT (-13628749.28928747 4547835.992277945),-13628749.28928747,4547835.992277945,273
358804608,POINT (-13631841.555498574 4540444.94567136),-13631841.555498574,4540444.94567136,29
358804626,POINT (-13633902.290780189 4541459.881724005),-13633902.290780189,4541459.881724005,8
358804637,POINT (-13630326.34138159 4549948.711802296),-13630326.34138159,4549948.711802296,192
358804640,POINT (-13628462.073869275 4547906.46756814),-13628462.073869275,4547906.46756814,225
358804646,POINT (-13633075.164699698 4547736.082682023),-13633075.164699698,4547736.082682023,72
358804698,POINT (-13630405.734442424 4548907.79214508),-13630405.734442424,4548907.79214508,124
358804766,POINT (-13632398.164084489 4540405.862926115),-13632398.164084489,4540405.862926115,217
358804772,POINT (-13636974.630802438 4545684.669217991),-13636974.630802438,4545684.669217991,159
358804784,POINT (-13628285.454365183 4549557.421530203),-13628285.454365183,4549557.421530203,170
358804799,POINT (-13627988.966033401 4550088.4940913655),-13627988.966033401,4550088.4940913655,270
358804822,POINT (-13624327.356286637 4545293.454668715),-13624327.356286637,4545293.454668715,213
358804826,POINT (-13634301.660585359 4541484.470997691),-13634301.660585359,4541484.470997691,233
358804828,POINT (-13630666.255446728 4549835.273015527),-13630666.255446728,4549835.273015527,192
358804831,POINT (-13633613.772923952 4538805.453951304),-13633613.772923952,4538805.453951304,55
358804836,POINT (-13626646.575425878 4551044.34084295),-13626646.575425878,4551044.34084295,244
358804909,POINT (-13636201.561466677 4544667.801012038),-13636201.561466677,4544667.801012038,94
358804916,POINT (-13635491.510094652 4544712.897618855),-13635491.510094652,4544712.897618855,161
358804918,POINT (-13636867.218625773 4545114.608166139),-13636867.218625773,4545114.608166139,130
358804944,POINT (-13626796.95692599 4550749.086948248),-13626796.95692599,4550749.086948248,244
358804965,POINT (-13625356.171020549 4550933.90493148),-13625356.171020549,4550933.90493148,88
358804982,POINT (-13633030.447660245 4548271.245379732),-13633030.447660245,4548271.245379732,15
358805043,POINT (-13626452.144803256 4538469.360579598),-13626452.144803256,4538469.360579598,61
358805049,POINT (-13626560.826022118 4550587.30522886),-13626560.826022118,4550587.30522886,198
358805051,POINT (-13628750.50266992 4549604.779013147),-13628750.50266992,4549604.779013147,83
358805057,POINT (-13627498.503488917 4550174.494306093),-13627498.503488917,4550174.494306093,241
358805065,POINT (-13629152.577538716 4547529.238782905),-13629152.577538716,4547529.238782905,234
358805067,POINT (-13628561.359723112 4552035.611619699),-13628561.359723112,4552035.611619699,207
358805071,POINT (-13627728.834647318 4545997.50780874),-13627728.834647318,4545997.50780874,282
358805081,POINT (-13629707.88368659 4547601.275257004),-13629707.88368659,4547601.275257004,32
358805084,POINT (-13630397.55245985 4548955.287525264),-13630397.55245985,4548955.287525264,124
358805091,POINT (-13630962.777174352 4547374.5627356125),-13630962.777174352,4547374.5627356125,293
358805101,POINT (-13628347.270078419 4546216.825697346),-13628347.270078419,4546216.825697346,259
358805109,POINT (-13633109.33978337 4547482.087906083),-13633109.33978337,4547482.087906083,72
358805119,POINT (-13626553.801762247 4550496.497817836),-13626553.801762247,4550496.497817836,198
358805131,POINT (-13626964.793322258 4548622.838499191),-13626964.793322258,4548622.838499191,110
358805134,POINT (-13631814.783161039 4543216.70401258),-13631814.783161039,4543216.70401258,261
358805149,POINT (-13628537.21452556 4541938.812956528),-13628537.21452556,4541938.812956528,158
358805179,POINT (-13625189.603666475 4545785.361749801),-13625189.603666475,4545785.361749801,82
358805211,POINT (-13632618.376301177 4548044.476017926),-13632618.376301177,4548044.476017926,179
358805223,POINT (-13632362.296944555 4539079.120897656),-13632362.296944555,4539079.120897656,106
358805232,POINT (-13624265.529441452 4541852.289541791),-13624265.529441452,4541852.289541791,6
358805240,POINT (-13632058.038512321 4539076.8131044),-13632058.038512321,4539076.8131044,106
358805254,POINT (-13628811.127264608 4548109.854268888),-13628811.127264608,4548109.854268888,273
358805257,POINT (-13625347.81092679 4542321.469858499),-13625347.81092679,4542321.469858499,215
358805272,POINT (-13623368.784151416 4541070.359897628),-13623368.784151416,4541070.359897628,160
358805392,POINT (-13626771.520422341 4548698.95307865),-13626771.520422341,4548698.95307865,260
358805513,POINT (-13630140.794054335 4547718.647189669),-13630140.794054335,4547718.647189669,285
358805515,POINT (-13629398.69380091 4539076.784960584),-13629398.69380091,4539076.784960584,142
358805518,POINT (-13626802.088754512 4549127.438966726),-13626802.088754512,4549127.438966726,19
358855325,POINT (-13624670.776915736 4541197.383934349),-13624670.776915736,4541197.383934349,104
358855329,POINT (-13627917.710427348 4543360.844519432),-13627917.710427348,4543360.844519432,169
358855332,POINT (-13626399.791246736 4550350.89205609),-13626399.791246736,4550350.89205609,198
358855339,POINT (-13629670.135247262 4545694.990474545),-13629670.135247262,4545694.990474545,165
358855342,POINT (-13629745.031000666 4540117.80636223),-13629745.031000666,4540117.80636223,253
358855346,POINT (-13625041.838174397 4550389.138728324),-13625041.838174397,4550389.138728324,68
358855349,POINT (-13634442.156914689 4548471.892708558),-13634442.156914689,4548471.892708558,211
358855355,POINT (-13635604.577301448 4541704.805864926),-13635604.577301448,4541704.805864926,99
358855358,POINT (-13629424.564450573 4551181.7428419525),-13629424.564450573,4551181.7428419525,91
358855362,POINT (-13625857.487215389 4540914.850805064),-13625857.487215389,4540914.850805064,21
358855368,POINT (-13629247.900418682 4544339.698451677),-13629247.900418682,4544339.698451677,223
358855370,POINT (-13626527.474702677 4551347.520846103),-13626527.474702677,4551347.520846103,147
358855380,POINT (-13627648.13914844 4549792.02770891),-13627648.13914844,4549792.02770891,135
358855383,POINT (-13624614.894531358 4550082.028256278),-13624614.894531358,4550082.028256278,133
358855386,POINT (-13629244.171215741 4548947.850511922),-13629244.171215741,4548947.850511922,3
358855392,POINT (-13626154.999686483 4538851.847929541),-13626154.999686483,4538851.847929541,61
358855395,POINT (-13633206.532830782 4542432.560526563),-13633206.532830782,4542432.560526563,294
358893271,POINT (-13628133.814954823 4542813.490017011),-13628133.814954823,4542813.490017011,120
360450263,POINT (-13629772.226352267 4544326.928791808),-13629772.226352267,4544326.928791808,92
360451646,POINT (-13629759.090652354 4544327.238529787),-13629759.090652354,4544327.238529787,92
360463558,POINT (-13628758.094659192 4543957.60095899),-13628758.094659192,4543957.60095899,252
360463846,POINT (-13628511.098973019 4543971.932881693),-13628511.098973019,4543971.932881693,252
360464146,POINT (-13628517.789274417 4544034.033415035),-13628517.789274417,4544034.033415035,252
360464463,POINT (-13628517.967385601 4544057.671416512),-13628517.967385601,4544057.671416512,252
365480082,POINT (-13625678.374154704 4551625.110172173),-13625678.374154704,4551625.110172173,236
365489363,POINT (-13624839.236701153 4550641.739340646),-13624839.236701153,4550641.739340646,185
365489410,POINT (-13624800.697893443 4550589.263386847),-13624800.697893443,4550589.263386847,185
365489472,POINT (-13624764.519058932 4550608.492799606),-13624764.519058932,4550608.492799606,185
365489481,POINT (-13624738.370110545 4550570.583419903),-13624738.370110545,4550570.583419903,185
365489492,POINT (-13624750.459407244 4550558.651362036),-13624750.459407244,4550558.651362036,185
365490407,POINT (-13624846.194169328 4550650.966683365),-13624846.194169328,4550650.966683365,185
365491035,POINT (-13624824.587056166 4550694.356435153),-13624824.587056166,4550694.356435153,185
365491056,POINT (-13624793.55118213 4550650.093255156),-13624793.55118213,4550650.093255156,185
365491290,POINT (-13624708.158000743 4550533.096800064),-13624708.158000743,4550533.096800064,185
365491382,POINT (-13624700.087337662 4550518.2346112365),-13624700.087337662,4550518.2346112365,185
366696563,POINT (-13626442.5601951 4551137.421236081),-13626442.5601951,4551137.421236081,20
366699257,POINT (-13626482.612947889 4551091.28244767),-13626482.612947889,4551091.28244767,20
366700371,POINT (-13626521.129491702 4551096.7204743875),-13626521.129491702,4551096.7204743875,20
366701342,POINT (-13626543.838667823 4551256.847685148),-13626543.838667823,4551256.847685148,147
366703620,POINT (-13626569.14158808 4551420.260001753),-13626569.14158808,4551420.260001753,147
366710420,POINT (-13626172.476846538 4550878.821249897),-13626172.476846538,4550878.821249897,283
366711368,POINT (-13626169.30424105 4550865.113770346),-13626169.30424105,4550865.113770346,283
366713190,POINT (-13626214.689197447 4550959.840852848),-13626214.689197447,4550959.840852848,43
366722014,POINT (-13626337.652706977 4551154.031249987),-13626337.652706977,4551154.031249987,255
366723406,POINT (-13626678.679967022 4551133.899183953),-13626678.679967022,4551133.899183953,147
366723771,POINT (-13626592.73018818 4551145.16975496),-13626592.73018818,4551145.16975496,20
366733492,POINT (-13626314.732023822 4550941.751914451),-13626314.732023822,4550941.751914451,43
368167410,POINT (-13626037.435172256 4549429.717981709),-13626037.435172256,4549429.717981709,209
368167435,POINT (-13628721.570734262 4548158.895268615),-13628721.570734262,4548158.895268615,273
368168766,POINT (-13627172.237193352 4546584.2058298625),-13627172.237193352,4546584.2058298625,24
368168767,POINT (-13627388.720207099 4551709.615564581),-13627388.720207099,4551709.615564581,103
368168856,POINT (-13627636.083247589 4548931.413041055),-13627636.083247589,4548931.413041055,96
368171371,POINT (-13629188.711845428 4548968.710784382),-13629188.711845428,4548968.710784382,3
368171372,POINT (-13631185.05993357 4541008.20665045),-13631185.05993357,4541008.20665045,93
370194862,POINT (-13626720.714206744 4548254.076593035),-13626720.714206744,4548254.076593035,279
370195120,POINT (-13626606.199846566 4548193.824093938),-13626606.199846566,4548193.824093938,279
370196794,POINT (-13626608.1813335 4548202.204212605),-13626608.1813335,4548202.204212605,279
370198231,POINT (-13626627.884883372 4548657.966069044),-13626627.884883372,4548657.966069044,260
371002140,POINT (-13626516.888219103 4551294.8018300915),-13626516.888219103,4551294.8018300915,147
371002317,POINT (-13626337.263088759 4551285.235794617),-13626337.263088759,4551285.235794617,255
371007095,POINT (-13625891.150229404 4550796.224449683),-13625891.150229404,4550796.224449683,247
371011277,POINT (-13626184.855573911 4550485.143425333),-13626184.855573911,4550485.143425333,239
371025500,POINT (-13626317.29237211 4549836.174548262),-13626317.29237211,4549836.174548262,10
371250373,POINT (-13626833.23594804 4551402.945134358),-13626833.23594804,4551402.945134358,147
371250730,POINT (-13626620.17044266 4551205.157574533),-13626620.17044266,4551205.157574533,147
371250864,POINT (-13626654.701748703 4551944.974730571),-13626654.701748703,4551944.974730571,288
371251141,POINT (-13626950.76706642 4551489.8860653285),-13626950.76706642,4551489.8860653285,103
371251268,POINT (-13625831.917128354 4550955.7835181365),-13625831.917128354,4550955.7835181365,247
371251496,POINT (-13626308.843222758 4551098.14337822),-13626308.843222758,4551098.14337822,255
371251641,POINT (-13626734.829518177 4551276.825016641),-13626734.829518177,4551276.825016641,147
371251931,POINT (-13627211.88919597 4551788.598717541),-13627211.88919597,4551788.598717541,103
371252330,POINT (-13626392.766986867 4551314.102988821),-13626392.766986867,4551314.102988821,255
376235927,POINT (-13627774.008096682 4552134.548046466),-13627774.008096682,4552134.548046466,53
378440021,POINT (-13628125.900139026 4546273.53226821),-13628125.900139026,4546273.53226821,259
378743791,POINT (-13626646.174675709 4552771.415693614),-13626646.174675709,4552771.415693614,27
380314308,POINT (-13627137.138157902 4549331.258009645),-13627137.138157902,4549331.258009645,111
381948427,POINT (-13626546.332224417 4549564.788548645),-13626546.332224417,4549564.788548645,289
381953737,POINT (-13626381.278815418 4549722.286226501),-13626381.278815418,4549722.286226501,10
381955914,POINT (-13626480.308634426 4549674.026690168),-13626480.308634426,4549674.026690168,10
381972334,POINT (-13627361.569383292 4549563.999728064),-13627361.569383292,4549563.999728064,111
383502127,POINT (-13626573.560971865 4549324.271471907),-13626573.560971865,4549324.271471907,162
383507544,POINT (-13626618.12216403 4549380.220248442),-13626618.12216403,4549380.220248442,289
383509298,POINT (-13626625.101896103 4549414.843282433),-13626625.101896103,4549414.843282433,289
384346934,POINT (-13626027.126987409 4549382.896556972),-13626027.126987409,4549382.896556972,209
386585954,POINT (-13625352.30823422 4550051.572677479),-13625352.30823422,4550051.572677479,16
386596676,POINT (-13625118.114289489 4550202.062420497),-13625118.114289489,4550202.062420497,68
386611572,POINT (-13624987.369547551 4550328.296298098),-13624987.369547551,4550328.296298098,68
387250842,POINT (-13628121.091137026 4550493.032331961),-13628121.091137026,4550493.032331961,80
387252662,POINT (-13628046.562737942 4550382.193742039),-13628046.562737942,4550382.193742039,80
387254338,POINT (-13628063.761599267 4550123.260349769),-13628063.761599267,4550123.260349769,270
387673951,POINT (-13627975.685618153 4549935.991608573),-13627975.685618153,4549935.991608573,270
388205890,POINT (-13627804.25360233 4552131.222910608),-13627804.25360233,4552131.222910608,53
388213235,POINT (-13627534.815906815 4550582.430966694),-13627534.815906815,4550582.430966694,191
388217934,POINT (-13627523.338867314 4550547.071503137),-13627523.338867314,4550547.071503137,191
389414006,POINT (-13625024.049319768 4548032.265175106),-13625024.049319768,4548032.265175106,277
389417703,POINT (-13624949.08677467 4547948.550163134),-13624949.08677467,4547948.550163134,277
389440586,POINT (-13625719.85179697 4548310.484402958),-13625719.85179697,4548310.484402958,171
389443002,POINT (-13625933.240128875 4548009.74486933),-13625933.240128875,4548009.74486933,125
392198178,POINT (-13625898.152225375 4549632.373790987),-13625898.152225375,4549632.373790987,209
392199341,POINT (-13625843.527751243 4549639.543655907),-13625843.527751243,4549639.543655907,209
392200708,POINT (-13625564.305072485 4549821.975416773),-13625564.305072485,4549821.975416773,128
392204997,POINT (-13625852.321991013 4549806.53670055),-13625852.321991013,4549806.53670055,76
393134624,POINT (-13627912.300300095 4549174.850835728),-13627912.300300095,4549174.850835728,101
393732505,POINT (-13631019.227288134 4548675.079182299),-13631019.227288134,4548675.079182299,199
393737824,POINT (-13631276.920777371 4548610.894589049),-13631276.920777371,4548610.894589049,42
409475787,POINT (-13636465.71148638 4548293.104286128),-13636465.71148638,4548293.104286128,264
410845445,POINT (-13627221.240033196 4549825.863272279),-13627221.240033196,4549825.863272279,241
410851823,POINT (-13626861.099216584 4550109.258042102),-13626861.099216584,4550109.258042102,156
411083201,POINT (-13627946.364064276 4546565.096505019),-13627946.364064276,4546565.096505019,95
411084946,POINT (-13625856.440812172 4550347.778797244),-13625856.440812172,4550347.778797244,202
411087104,POINT (-13625823.00043714 4550357.3298839),-13625823.00043714,4550357.3298839,202
411271845,POINT (-13626676.364521613 4552295.198460889),-13626676.364521613,4552295.198460889,256
411281590,POINT (-13626437.150067847 4551094.2409592625),-13626437.150067847,4551094.2409592625,20
411283248,POINT (-13626528.77714072 4551117.7400240665),-13626528.77714072,4551117.7400240665,20
411286615,POINT (-13626486.843088537 4550893.655777913),-13626486.843088537,4550893.655777913,244
411288804,POINT (-13626474.709264038 4550820.244089463),-13626474.709264038,4550820.244089463,244
411289223,POINT (-13626409.364722945 4550612.690873928),-13626409.364722945,4550612.690873928,198
411290141,POINT (-13626430.392974755 4550548.085796832),-13626430.392974755,4550548.085796832,198
411290345,POINT (-13626426.663771814 4550530.01166149),-13626426.663771814,4550530.01166149,198
412086707,POINT (-13628013.845939595 4551057.330065323),-13628013.845939595,4551057.330065323,5
412087372,POINT (-13627974.216200875 4551027.082953271),-13627974.216200875,4551027.082953271,5
412089163,POINT (-13627976.498250434 4550791.730458719),-13627976.498250434,4550791.730458719,5
412103360,POINT (-13627910.764091121 4550624.073580615),-13627910.764091121,4550624.073580615,80
412103776,POINT (-13627910.764091121 4550617.396100183),-13627910.764091121,4550617.396100183,80
412109202,POINT (-13627867.204774374 4550117.766484356),-13627867.204774374,4550117.766484356,270
412112860,POINT (-13627794.201452311 4549913.213626094),-13627794.201452311,4549913.213626094,135
415564789,POINT (-13624877.319098953 4550159.350891593),-13624877.319098953,4550159.350891593,133
416669966,POINT (-13630296.118139839 4551220.175715939),-13630296.118139839,4551220.175715939,90
416683850,POINT (-13630211.671174124 4551202.184943108),-13630211.671174124,4551202.184943108,90
416782619,POINT (-13629626.175180346 4551294.984979605),-13629626.175180346,4551294.984979605,12
416782907,POINT (-13629790.5606724 4551268.104300927),-13629790.5606724,4551268.104300927,12
416783945,POINT (-13630019.923351232 4551235.278409082),-13630019.923351232,4551235.278409082,90
416783966,POINT (-13630027.136854237 4551234.123164991),-13630027.136854237,4551234.123164991,90
417181233,POINT (-13630432.49564801 4547588.726932121),-13630432.49564801,4547588.726932121,127
417235672,POINT (-13637775.062469041 4546911.139843491),-13637775.062469041,4546911.139843491,112
417235974,POINT (-13637748.991444297 4546911.153925984),-13637748.991444297,4546911.153925984,112
417273229,POINT (-13627436.487400597 4552485.482659802),-13627436.487400597,4552485.482659802,258
418513660,POINT (-13627919.21324047 4546210.812875679),-13627919.21324047,4546210.812875679,67
418513730,POINT (-13627851.931740237 4546261.661460627),-13627851.931740237,4546261.661460627,67
418514113,POINT (-13627944.61634827 4546061.014471905),-13627944.61634827,4546061.014471905,282
418540495,POINT (-13626897.534085922 4549339.49818619),-13626897.534085922,4549339.49818619,19
420432891,POINT (-13626053.565366471 4548979.274746541),-13626053.565366471,4548979.274746541,132
420433603,POINT (-13626270.604977671 4548750.71525435),-13626270.604977671,4548750.71525435,46
420514871,POINT (-13629134.131899092 4549105.085317299),-13629134.131899092,4549105.085317299,3
420515721,POINT (-13627569.848150564 4544955.138587048),-13627569.848150564,4544955.138587048,238
420516920,POINT (-13628498.107988443 4550444.980530914),-13628498.107988443,4550444.980530914,80
420518787,POINT (-13627573.677541051 4544432.507739903),-13627573.677541051,4544432.507739903,113
420518947,POINT (-13627563.16898112 4544311.16032492),-13627563.16898112,4544311.16032492,113
420519036,POINT (-13627564.11519679 4544243.328031496),-13627564.11519679,4544243.328031496,113
420520470,POINT (-13627631.007078806 4543690.112895648),-13627631.007078806,4543690.112895648,65
423739999,POINT (-13627923.34319358 4546294.119632066),-13627923.34319358,4546294.119632066,67
426229962,POINT (-13631914.258258011 4548608.767785733),-13631914.258258011,4548608.767785733,115
426233725,POINT (-13631989.476837939 4548610.4861301),-13631989.476837939,4548610.4861301,115
426234118,POINT (-13632020.312336888 4548530.428485517),-13632020.312336888,4548530.428485517,115
426256520,POINT (-13632824.818296852 4548499.850684166),-13632824.818296852,4548499.850684166,153
426259584,POINT (-13632859.216019507 4548499.850684166),-13632859.216019507,4548499.850684166,153
426266452,POINT (-13632991.062824404 4548488.38579239),-13632991.062824404,4548488.38579239,15
426266796,POINT (-13633037.883802231 4548481.695597251),-13633037.883802231,4548481.695597251,15
427169681,POINT (-13633964.050833682 4548492.216811335),-13633964.050833682,4548492.216811335,123
427172235,POINT (-13633958.317879906 4548433.934771157),-13633958.317879906,4548433.934771157,123
427173109,POINT (-13634193.357852764 4548420.554455156),-13634193.357852764,4548420.554455156,7
427173443,POINT (-13634242.90615812 4548475.033575624),-13634242.90615812,4548475.033575624,7
427173655,POINT (-13634238.264135351 4548417.681210594),-13634238.264135351,4548417.681210594,7
427178584,POINT (-13634435.800571766 4548407.39950861),-13634435.800571766,4548407.39950861,211
427186726,POINT (-13634958.367657397 4548433.188289915),-13634958.367657397,4548433.188289915,100
429632447,POINT (-13628110.883139718 4549312.256328254),-13628110.883139718,4549312.256328254,170
429632651,POINT (-13628253.873025646 4549253.899268594),-13628253.873025646,4549253.899268594,170
429640531,POINT (-13628800.128898915 4549200.683775021),-13628800.128898915,4549200.683775021,83
429640565,POINT (-13628787.438476967 4549167.019270285),-13628787.438476967,4549167.019270285,83
429655448,POINT (-13629930.177577754 4549253.011871949),-13629930.177577754,4549253.011871949,40
429656385,POINT (-13629246.063647084 4549364.796273226),-13629246.063647084,4549364.796273226,3
429656509,POINT (-13629220.270921068 4549402.067397655),-13629220.270921068,4549402.067397655,3
432353645,POINT (-13625630.595829252 4551589.761254452),-13625630.595829252,4551589.761254452,236
432817215,POINT (-13627861.360501107 4548872.804583698),-13627861.360501107,4548872.804583698,224
432817342,POINT (-13627856.996777067 4548837.57769323),-13627856.996777067,4548837.57769323,224
432817704,POINT (-13627855.126609622 4548819.985420306),-13627855.126609622,4548819.985420306,224
432817745,POINT (-13627801.303635823 4548822.844690825),-13627801.303635823,4548822.844690825,224
432822679,POINT (-13627630.172182627 4548850.902204755),-13627630.172182627,4548850.902204755,96
432823131,POINT (-13627770.98020653 4548827.013874858),-13627770.98020653,4548827.013874858,224
432826454,POINT (-13627692.589021116 4548944.202433456),-13627692.589021116,4548944.202433456,96
434874627,POINT (-13627561.365605367 4552305.188118656),-13627561.365605367,4552305.188118656,53
437549643,POINT (-13637169.751605902 4543028.897794061),-13637169.751605902,4543028.897794061,84
440104799,POINT (-13626456.20796467 4551166.95016802),-13626456.20796467,4551166.95016802,20
440106745,POINT (-13626443.428487128 4551167.710933595),-13626443.428487128,4551167.710933595,20
440110077,POINT (-13626432.062767118 4551169.6551125385),-13626432.062767118,4551169.6551125385,20
443372068,POINT (-13627868.830038939 4545072.579261231),-13627868.830038939,4545072.579261231,87
448036308,POINT (-13633255.980948593 4548757.321112433),-13633255.980948593,4548757.321112433,272
448036312,POINT (-13633166.246307062 4548763.800209721),-13633166.246307062,4548763.800209721,189
448036315,POINT (-13633006.58076142 4548769.406040629),-13633006.58076142,4548769.406040629,189
448038877,POINT (-13633051.698551036 4548806.717288577),-13633051.698551036,4548806.717288577,189
448038881,POINT (-13632305.457212558 4548813.971095231),-13632305.457212558,4548813.971095231,137
448038882,POINT (-13632338.91985149 4548848.268288333),-13632338.91985149,4548848.268288333,137
448038883,POINT (-13632097.979945617 4548825.12647377),-13632097.979945617,4548825.12647377,137
459506892,POINT (-13628820.578289375 4546505.501547651),-13628820.578289375,4546505.501547651,39
459507719,POINT (-13628711.09557018 4546581.924537948),-13628711.09557018,4546581.924537948,39
477129119,POINT (-13628110.716160484 4552073.822215885),-13628110.716160484,4552073.822215885,129
477129154,POINT (-13628014.101974424 4552078.697176672),-13628014.101974424,4552078.697176672,129
479491671,POINT (-13625648.974677185 4549553.801410241),-13625648.974677185,4549553.801410241,243
493884683,POINT (-13632942.772429297 4546161.710642258),-13632942.772429297,4546161.710642258,298
497304213,POINT (-13627952.564559912 4546162.020434802),-13627952.564559912,4546162.020434802,282
510816002,POINT (-13629401.721691059 4545903.656652983),-13629401.721691059,4545903.656652983,50
527744132,POINT (-13626165.497114465 4550470.253130369),-13626165.497114465,4550470.253130369,239
527744442,POINT (-13628925.396721905 4541197.327635262),-13628925.396721905,4541197.327635262,178
527745558,POINT (-13629656.175783116 4540109.151277919),-13629656.175783116,4540109.151277919,253
528057545,POINT (-13628011.97577215 4546798.452348291),-13628011.97577215,4546798.452348291,95
528511748,POINT (-13628035.787011232 4546247.945977371),-13628035.787011232,4546247.945977371,259
528511751,POINT (-13628170.50585899 4546272.78594183),-13628170.50585899,4546272.78594183,259
